code,product_name,brands,main_category,categories,labels_tags,allergens,ingredients_text,sugars_100g,lactose_100g,polyols_100g,caffeine_100g,nutriscore_grade,nova_group,url,image_url,axes_sensibles,substitution_group,reason
3560071081362,Fusilli de pois cassés,Carrefour,af:fusilli,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Specific products, Pastas, Products for specific diets, Cereal pastas, Products without gluten, Dry pastas, Durum wheat pasta, Gluten-free pasta, Fusilli, en:gluten-free-dry-pasta","en:no-gluten,en:vegetarian,en:no-artificial-flavors,en:source-of-fibre,en:source-of-proteins,en:vegan,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:green-dot,en:high-fibres,en:high-proteins,en:made-in-italy,en:no-artificial-colors,en:no-colorings,en:nutriscore,en:nutriscore-grade-a,fr:tidy-man",,Farine de pois cassés 100%.,2.4,,,,a,1,http://world-en.openfoodfacts.org/product/3560071081362/fusilli-de-pois-casses-carrefour,https://images.openfoodfacts.org/images/products/356/007/108/1362/front_fr.101.400.jpg,gluten|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8594155023318,Crispins Cizrnové lívanečky,extrudo,cs:polotovar,"en:Crêpes and galettes, en:Pancakes, Lívance, Polotovar","en:vegetarian,en:no-gluten,en:crossed-grain-trademark,en:source-of-fibre,en:vegan,en:dzg-gluten-free,en:high-fibres",en:lupin,"Sušený bramborový škrob, cizrnová mouka 35,5%, cukr, kukuřičná mouka, vanilkový cukr (cukr, vanilka 1,5 %), sušené droždí, sůl.",20,,,,c,3,http://world-en.openfoodfacts.org/product/8594155023318/crispins-cizrnove-livane%C4%8Dky-extrudo,https://images.openfoodfacts.org/images/products/859/415/502/3318/front_en.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4104420095045,Soja Reis Drink Natur,"Alnatura, Alnatura GmbH",de:drink-mischungen,"Getränke und Getränkezubereitungen, Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, en:Dairy substitutes, Milchersatz, Pflanzliche Getränke, Pflanzenmilch, Hülsenfruchtmilch, Sojamilch, Drink Mischungen","en:vegetarian,en:no-gluten,en:organic,en:crossed-grain-trademark,en:eu-organic,en:non-eu-agriculture,en:vegan,de:bio-7-initiative,de:eg-öko-verordnung,en:de-oko-001,en:de-oko-013,en:dzg-gluten-free,en:eu-agriculture,en:eu-non-eu-agriculture,en:fsc,en:fsc-mix,en:no-lactose,en:the-vegan-society,de:bio-label-german,de:vegan-society-vegan-logo",en:soybeans,"Wasser, SOJABOHNEN* 5,5 %, Reis* 5,3 %, Meersalz *aus biologischer Landwirtschaft",4.1,,,,c,3,http://world-en.openfoodfacts.org/product/4104420095045/soja-reis-drink-natur-alnatura,https://images.openfoodfacts.org/images/products/410/442/009/5045/front_en.50.400.jpg,gluten|lactose|cafeine,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
7640164291413,Spaghetti à base de soja vert,Explore Cuisine,de:edamame-nudeln,"de:Edamame Nudeln, en:pastas","en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:non-eu-agriculture,en:vegan,en:cn-bio-141",,Edamame Bohnenmehl,6.1,,,,a,1,http://world-en.openfoodfacts.org/product/7640164291413/spaghetti-a-base-de-soja-vert-explore-cuisine,https://images.openfoodfacts.org/images/products/764/016/429/1413/front_fr.28.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4104420184497,Quinoaflocken,"Alnatura, Alnatura GmbH",de:flocken-flockenmisch,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frühstücke, Getreide und Kartoffeln, Samen, Getreideprodukte, Frühstückscerealien, Getreidekörner, Getreideflocken, Frühstücksflocken, Gerollte Flocken, Quinoa, Quinoaflocken, Flocken/Flockenmisch","en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:de-oko-001,de:bio-label-german,de:dgz-gluten-free",en:lupin,"Quinoaflocken* *aus biologischer Landwirtschaft Kann Spuren von Soja, Milch, Mandel, Nüssen, Sesam und Lupine enthalten.",0.5,,,,a,1,http://world-en.openfoodfacts.org/product/4104420184497/quinoaflocken-alnatura,https://images.openfoodfacts.org/images/products/410/442/018/4497/front_en.44.400.jpg,gluten|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4011800803810,"Himbeere, Extra",Schwartau,de:fruchtkonfitüren,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures de fruits rouges, Confitures de framboises, de:Fruchtkonfitüren","en:no-gluten,en:vegetarian,en:vegan",,"Himbeer-Konfitüre extra Hergestellt aus 50 g Früchten je 100 g Zutaten: Himbeeren, Zucker, Zitronensaftkonzentrat, Geliermittel Pektin (aus Früchten)",51.7,,,,d,4,http://world-en.openfoodfacts.org/product/4011800803810/himbeere-extra-schwartau,https://images.openfoodfacts.org/images/products/401/180/080/3810/front_fr.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4104420081468,Reisflocken,"Alnatura, Alnatura GmbH",de:getreidebreie,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Frühstückscerealien, Getreideflocken, Frühstücksflocken, Gerollte Flocken, Reisflocken, Babykost ( Nach dem 4. Monat ), Getreidebreie","en:no-gluten,en:organic,en:eu-organic,en:no-preservatives,de:bio-7-initiative,de:eg-öko-verordnung,en:de-oko-001,en:no-colorings,en:no-flavors,en:no-milk,de:bio-label-german,de:dgz-gluten-free,de:ohne-zuckerusatz,de:rumänische-landwirtschaft",,"Reisvollkornmehl*, Thiamin (Vitamin B1) *aus biologischer Landwirtschaft.",0.9,,,,a,1,http://world-en.openfoodfacts.org/product/4104420081468/reisflocken-alnatura,https://images.openfoodfacts.org/images/products/410/442/008/1468/front_de.36.400.jpg,gluten|lactose,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4104420095120,Soja Drink Vanille,"Alnatura, Alnatura GmbH",de:hülsenfrüchtedrinks,"Getränke und Getränkezubereitungen, Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, en:Dairy substitutes, Milchersatz, Pflanzliche Getränke, Pflanzenmilch, Hülsenfruchtmilch, Sojamilch, en:Soy drinks flavoured with sugar, Gezuckerte Getränke, Vanille-Soja-Milch, Hülsenfrüchtedrinks","en:vegetarian,en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:source-of-proteins,en:vegan,de:bio-7-initiative,de:eg-öko-verordnung,en:de-oko-001,en:de-oko-013,en:eu-agriculture,en:eu-non-eu-agriculture,en:fsc,en:fsc-mix,en:high-proteins,en:made-in-germany,en:no-lactose,en:rich-in-vegetable-protein,en:the-vegan-society,de:vegan-society-vegan-logo,de:agriculture-ue-non-ue,de:bio-européen,de:bio-label-german,en:fsc-c014047",en:soybeans,"Wasser, Sojabohnen 8%, Rohrohzucker, Bourbon-Vanilleextrakt, Meersalz",3.8,,,,b,3,http://world-en.openfoodfacts.org/product/4104420095120/soja-drink-vanille-alnatura,https://images.openfoodfacts.org/images/products/410/442/009/5120/front_en.67.400.jpg,gluten|lactose|sucre|cafeine|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8413567031547,Mazorcas De Maiz Cocido Bio,HuerCasa,de:maiskolben-gekocht,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Maïs, Maïs doux, Maïs en épi, de:Maiskolben gekocht","en:no-gluten,en:organic,en:eu-organic,en:es-eco-016-cl,de:es-eco-032-cl,fr:es-eco-032-cl",,"Maïs doux, sel, antioxydant, acide citrique",7,,,,b,3,http://world-en.openfoodfacts.org/product/8413567031547/mazorcas-de-maiz-cocido-bio-huercasa,https://images.openfoodfacts.org/images/products/841/356/703/1547/front_fr.51.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4011800185213,Pflaumenmus,Schwartau,de:pflaumenmus,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Produits à tartiner, Fruits et produits dérivés, Compotes, Compotes de prunes, de:Pflaumenmus","en:no-gluten,en:vegetarian,en:vegan",,"Qualitätsgarantie: Für unsere Spezialitäten werden nur erstklassige Früchte ausgewählt und schonend nach traditionellen Rezepten zubereitet. Pflaumenmus, gewürzt Hergestellt aus 150g Früchten je 100g - Lutaten: Pflaumen, Zucker, Säuerungsmittel Citronensäure, Vegam Lakasefa Ohne Zu Farb-und A Nähruent Gewürzmischung. Energie Trotz größter Sorgfalt können vereinzelt Fet daven pes Fensien Obststeine enthalten sein. Kohlen daven Tucke Exwe Sale ATECHLANCE DEUTS Nr1 Meistgekaufte Fruchtaufstrich-Marke, Quelle: AC Nielsen, here Informationen: www.schwartau.de Schwartauer Werke 23608 Bad Schwartau www Nach dem Öffnen im Kühlschramk a Mandestens haltbar bis: ehe Deckel *011300 18",42.1,,,,d,,http://world-en.openfoodfacts.org/product/4011800185213/pflaumenmus-schwartau,https://images.openfoodfacts.org/images/products/401/180/018/5213/front_fr.24.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4104420232846,Joghurt Reiswaffeln,"Alnatura, Alnatura GmbH",de:reis-getr-waffel-süß,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Gepuffte Getreidewaffeln, Gepuffte Reiswaffeln, en:Puffed rice cakes with yogurt, Reis/Getr waffel süß","en:no-gluten,en:organic,en:eu-organic,de:bio-7-initiative,de:eg-öko-verordnung,en:eu-agriculture,en:it-bio-007,de:bio-label-german,de:dgz-gluten-free",en:milk,"Joghurtüberzug* 60 % (Rohrzucker*, Kakaobutter*, MAGERMILCHJOGHURTPULVER* 9 %, VOLLMILCHPULVER*), Vollkornreis* 40 % *aus biologischer Landwirtschaft Kann Spuren von Soja, Nüssen und Sesam enthalten.",31,,,,e,3,http://world-en.openfoodfacts.org/product/4104420232846/joghurt-reiswaffeln-alnatura,https://images.openfoodfacts.org/images/products/410/442/023/2846/front_en.33.400.jpg,gluten|lactose|sucre|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4104420231658,Linsenwaffeln,Alnatura,de:reis-getreidewaffeln,"Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers(Appetizers),Puffed salty snacks,de:reis/getreidewaffeln","en:vegetarian,en:no-gluten,en:organic,en:eu-organic,en:vegan,de:bio-7-initiative,de:eg-öko-verordnung,en:cz-bio-001,en:the-vegan-society,de:bio-label-german,de:dgz-gluten-free,de:vegan-society-vegan-logo",,"Linsenmehl* 99,5 %, Meersalz *aus biologischer Landwirtschaft Kann Spuren von Soja enthalten.",1.5,,,,a,3,http://world-en.openfoodfacts.org/product/4104420231658/linsenwaffeln-alnatura,https://images.openfoodfacts.org/images/products/410/442/023/1658/front_en.18.400.jpg,gluten|cafeine|legumineuses,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
0063100107376,Jambon foret noire fumé,Maple Leaf Natural Selections,de:schwarzwälder-schinken,"Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons crus, Jambons crus fumés, Jambons de la Forêt Noire",en:no-gluten,,"Porc, Eau, Sel de mer, Vinaigre modifié, Extrait de céleri de culture, Fumée",,,,0,d,4,http://world-en.openfoodfacts.org/product/0063100107376/jambon-foret-noire-fume-maple-leaf-natural-selections,https://images.openfoodfacts.org/images/products/006/310/010/7376/front_en.23.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4104420131828,Hirse Bällchen,"Alnatura, Alnatura GmbH",de:sonstige-chips-flips,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Imbiss, Frühstücke, Getreide und Kartoffeln, Getreideprodukte, Frühstückscerealien, Puffkörner, Gepufftes Getreide, Sonstige Chips/Flips","en:vegetarian,en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:vegan,de:eg-öko-verordnung,en:eu-agriculture,en:eu-non-eu-agriculture,en:hu-oko-01,en:the-vegan-society,de:bio-label-german,de:dgz-gluten-free,de:vegan-society-vegan-logo",en:peanuts,"Hirse* 69 %, ERDNÜSSE* geröstet 19 %, Sonnenblumenöl*, Meersalz *aus biologischer Landwirtschaft",1.7,,,,d,3,http://world-en.openfoodfacts.org/product/4104420131828/hirse-ballchen-alnatura,https://images.openfoodfacts.org/images/products/410/442/013/1828/front_en.49.400.jpg,gluten|cafeine,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8719200012516,ProActiv Margarine Tartine Sans Huile de Palme 450g,"Fruit d'Or ProActiv,ProActiv,ProActiv Expert,pro activ",en:30-40-lightly-salted-vegetable-fat-with-plant-sterols-esters,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Matières grasses,Produits à tartiner,Pâtes à tartiner végétales,Produits à tartiner salés,Matières grasses végétales,Matières grasses à tartiner,Margarines,Margarines allégées,Margarines salées,matiere grasse vegetale demi-sel legere a 30-40% aux esters de sterol vegetal","en:no-gluten,en:vegetarian,en:no-preservatives,en:vegan,en:lowers-cholesterol,en:no-hydrogenated-fats,en:no-lactose,en:no-palm-oil,en:nutriscore,fr:triman,fr:100-vege,fr:anti-cholesterol,fr:cholesterol",,"Eau, huiles végétales (colza, tournesol, coco, lin), esters de phytostérols 9% (équivalent à 5,4% de stérols végétaux), sel (0,2%), émulsifiant (lécithine), arômes naturels, vitamines A et D.",0,,,,c,4,http://world-en.openfoodfacts.org/product/8719200012516/proactiv-margarine-tartine-sans-huile-de-palme-450g-fruit-d-or-proactiv,https://images.openfoodfacts.org/images/products/871/920/001/2516/front_fr.54.400.jpg,gluten|lactose|ultra_transforme,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4006040201915,Agar agar,Rapunzel,en:agar-agar,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits de la mer, Algues et dérivés, Produits à base d'algues, Agar-agar","en:no-gluten,en:vegetarian,en:vegan",,,0.5,,,,d,,http://world-en.openfoodfacts.org/product/4006040201915/agar-agar-rapunzel,https://images.openfoodfacts.org/images/products/400/604/020/1915/front_fr.16.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8410199010407,Original,Ruffles,en:alimentos-y-bebidas-de-origen-vegetal-alimentos-de-origen-vegetal-botanas-cereales-y-patatas-snacks-salados-aperitivos-patatas-fritas-chips-fritos-chips-de-patatas-fritas-chips-de-patatas-fritas-en-aceite-de-girasol-chips-de-patatas-fritas-onduladas,"Alimentos y bebidas de origen vegetal  Alimentos de origen vegetal  Botanas  Cereales y patatas  Snacks salados  Aperitivos  Patatas fritas  Chips fritos  Chips de patatas fritas  Chips de patatas fritas en aceite de girasol  Chips de patatas fritas onduladas, en:potato-crisps","en:no-gluten,en:sans-gluten",,"potatoes, vegetable oils (corn and sunflower in varying amounts), salt,",0.6,,,,d,3,http://world-en.openfoodfacts.org/product/8410199010407/original-ruffles,https://images.openfoodfacts.org/images/products/841/019/901/0407/front_en.29.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3229820796734,Billes au miel,Gayelord Hauser,en:aliments-et-boissons-a-base-de-vegetaux-aliments-d-origine-vegetale-cereales-et-pommes-de-terre-petit-dejeuners-cereales-et-derives-cereales-pour-petit-dejeuner-cereales-au-miel,en:Aliments et boissons à base de végétaux  Aliments d'origine végétale  Céréales et pommes de terre  Petit-déjeuners  Céréales et dérivés  Céréales pour petit-déjeuner  Céréales au miel,"en:no-gluten,en:sans-glutensans-oeufssans-lactosesans-laitsans-arachidesans-sojasans-sulfitessans-frainessans-fruits-a-coquesans-allergenes",,"Maïs 86,2 %, sucre, miel 5,0 %, sel, sirop de glucose.",22,,,,d,4,http://world-en.openfoodfacts.org/product/3229820796734/billes-au-miel-gayelord-hauser,https://images.openfoodfacts.org/images/products/322/982/079/6734/front_fr.24.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3041091678515,Bledina X 4 pots légumes,Blédina,en:aliments-et-boissons-a-base-de-vegetaux-aliments-d-origine-vegetale-legumineuses-et-derives-aliments-a-base-de-fruits-et-de-legumes-legumineuses-legumes-et-derives-haricots-verts-legumes-feuilles-carottes-epinards,en:Aliments et boissons à base de végétaux  Aliments d'origine végétale  Légumineuses et dérivés  Aliments à base de fruits et de légumes  Légumineuses  Légumes et dérivés  Haricots verts  Légumes-feuilles  Carottes  Épinards,en:no-gluten,,,4.8,,,,unknown,,http://world-en.openfoodfacts.org/product/3041091678515/bledina-x-4-pots-legumes,https://images.openfoodfacts.org/images/products/304/109/167/8515/front_fr.3.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3229820799551,Amande cuisine,Bjorg,en:almond-based-creams-for-cooking,en:almond-based-creams-for-cooking,"en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:it-bio-007,fr:ab-agriculture-biologique",,,1.5,,,,unknown,,http://world-en.openfoodfacts.org/product/3229820799551/amande-cuisine-bjorg,https://images.openfoodfacts.org/images/products/322/982/079/9551/front_fr.19.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3273221094586,Boisson amande noisette,Sojasun,en:almond-based-drinks,"Plant-based foods and beverages, Beverages, Dairy substitutes, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, en:almond-based-drinks","en:no-gluten,en:fsc,en:fsc-mix,en:nutriscore,en:nutriscore-grade-b",,"Eau, sucre, amande* 2%, noisette* 2%, stabilisants : farine de graines de guar, gomme gellane, sel. Traces éventuelles d'autres fruits à coque.",4.1,,,,c,4,http://world-en.openfoodfacts.org/product/3273221094586/boisson-amande-noisette-sojasun,https://images.openfoodfacts.org/images/products/327/322/109/4586/front_fr.25.400.jpg,gluten|lactose|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
0068892236525,Beurre d'amandes Crémeux,Nuts to You Nut Butter Inc.,en:almond-butters,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Purées d'oléagineux, Beurres de fruits à coques, Purées d'amande","en:no-gluten,en:kosher,en:cor-kosher",,"AMANDES GRILLÉES À SEC CONTIENT: AMANDES. PEUT CONTENIR: ARACHIDES, AUTRES NOIX, GRAINES DE SÉSAME.",6.67,,,0,a,1,http://world-en.openfoodfacts.org/product/0068892236525/beurre-d-amandes-cremeux-nuts-to-you-nut-butter-inc,https://images.openfoodfacts.org/images/products/006/889/223/6525/front_en.35.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3571375952258,Gateau Gourmet Aux Citron et amandes,Biscuiterie De Provence,en:almond-cakes,"Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux aux amandes","en:no-gluten,en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-01,fr:ab-agriculture-biologique",,"Sucre de canne roux, amandes 32%, œufs, beurre de baratte, huile essentielle de citron 0,1%.",27.6,,,,d,3,http://world-en.openfoodfacts.org/product/3571375952258/gateau-gourmet-aux-citron-et-amandes-biscuiterie-de-provence,https://images.openfoodfacts.org/images/products/357/137/595/2258/front_fr.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4260289446807,Farine d'amande,Nu3,en:almond-meal,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Farines, Fruits à coques et dérivés, Farines de fruits à coques, Amandes en poudre","en:no-gluten,en:organic,en:eu-organic,de:eg-öko-verordnung",en:none,farine d'amande,6.9,,,,a,1,http://world-en.openfoodfacts.org/product/4260289446807/farine-d-amande-nu3,https://images.openfoodfacts.org/images/products/426/028/944/6807/front_fr.19.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
4031741311113,Almond butter,Eisblümerl Naturkost,en:almond-spreads,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Produits à tartiner, Fruits à coques et dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Purées d'oléagineux, Pâtes à tartiner, Beurres de fruits à coques, Purées d'amande, en:almonds-spreads","en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:vegan,en:de-oko-001",,,4.2,,,,a,,http://world-en.openfoodfacts.org/product/4031741311113/almond-butter-eisblumerl-naturkost,https://images.openfoodfacts.org/images/products/403/174/131/1113/front_fr.22.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8000137000999,Aloe vera extra,Equilibra,en:aloe-vera-drinks,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Boissons à l'aloe-vera",en:no-gluten,,,0.138,,,,unknown,,http://world-en.openfoodfacts.org/product/8000137000999/aloe-vera-extra-equilibra,https://images.openfoodfacts.org/images/products/800/013/700/0999/front_fr.6.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3506070030178,Amarantes graine bio,Naturellement sans gluten,en:amaranth,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Amarante","en:no-gluten,en:organic,en:eu-organic,en:fr-bio-09,fr:ab-agriculture-biologique",,,0,,,,unknown,,http://world-en.openfoodfacts.org/product/3506070030178/amarantes-graine-bio-naturellement-sans-gluten,https://images.openfoodfacts.org/images/products/350/607/003/0178/front_en.3.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3270160851928,Amaretti,Picard,en:amaretti,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Amaretti",en:no-gluten,,,41.6,,,,e,,http://world-en.openfoodfacts.org/product/3270160851928/amaretti-picard,https://images.openfoodfacts.org/images/products/327/016/085/1928/front_fr.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3760056265576,Crisp’italy,Casa Azzurra,en:appetizers,"Produits laitiers, Produits fermentés, Snacks, Produits laitiers fermentés, Snacks salés, Amuse-gueules, Fromages","en:lacto-vegetarian,en:no-gluten,en:made-in-italy,en:no-lactose",en:milk,"100% fromage (lait, sel, coagulant microbien).",0,0.01,,,c,3,http://world-en.openfoodfacts.org/product/3760056265576/crisp-italy-casa-azzurra,https://images.openfoodfacts.org/images/products/376/005/626/5576/front_fr.31.400.jpg,gluten|lactose,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3021761206552,Pom' Potes,"Materne, Pom' Potes",en:apple-compotes,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Desserts, Fruits based foods, Compotes, en:apple-compotes","en:no-gluten,en:organic,en:eu-organic,en:no-preservatives,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:fr-bio-10,en:made-in-france,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-a",,,11,,,,c,,http://world-en.openfoodfacts.org/product/3021761206552/pom-potes-materne,https://images.openfoodfacts.org/images/products/302/176/120/6552/front_fr.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8436029241186,Zumo de manzana ecológico,delizum,en:apple-juices,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de pomme","en:no-gluten,en:organic,en:eu-organic,en:es-eco-024-mu",,,10.800000190735,,,,c,,http://world-en.openfoodfacts.org/product/8436029241186/zumo-de-manzana-ecologico-delizum,https://images.openfoodfacts.org/images/products/843/602/924/1186/front_fr.4.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8324022619012,Pommes lyophilisées,Fruitiss,en:apples,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Snacks, Fruits et produits dérivés, Fruits, Pommes","en:no-gluten,en:vegetarian,en:vegan,en:no-additives",,,,,,,unknown,,http://world-en.openfoodfacts.org/product/8324022619012/pommes-lyophilisees-fruitiss,https://images.openfoodfacts.org/images/products/832/402/261/9012/front_fr.3.400.jpg,gluten,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
3021760290026,Compote pomme abricot brugnon,Materne,en:apricot-apple-compotes,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes abricot","en:no-gluten,en:no-preservatives,en:nutriscore,en:nutriscore-grade-a",,,13,,,,c,,http://world-en.openfoodfacts.org/product/3021760290026/compote-pomme-abricot-brugnon-materne,https://images.openfoodfacts.org/images/products/302/176/029/0026/front_fr.6.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
0835175000117,Confiture d'abricot,Lucien,en:apricot-jams,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Petit-déjeuners, Produits à tartiner, Fruits et produits dérivés, Pâtes à tartiner végétales, Produits à tartiner sucrés, Confitures et marmelades, Confitures, Confitures d'abricot","en:no-gluten,en:organic,en:vegetarian,en:vegan",,,33.3,,,,unknown,,http://world-en.openfoodfacts.org/product/0835175000117/confiture-d-abricot-lucien,https://images.openfoodfacts.org/images/products/083/517/500/0117/front_fr.10.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
8054619491232,Albicocca,DiFrutta,en:apricot-nectars,"Plant-based foods and beverages, Beverages, Plant-based beverages, Fruit-based beverages, Juices and nectars, Fruit nectars, Apricot nectars, en:fruit-juices","en:no-gluten,en:organic",,"eau, puréeé sucre de canne, jus concentré de (ton* ë/ ALBARlC06UE Bio-néctar - fruta 40% minimo INGREDIENTES: agua, puré de albaricoque azücar de tafia jugo concentrado e iim6n* daagricolturabiologica - from oraanic farming-aus biologischem* il",10,,,,e,,http://world-en.openfoodfacts.org/product/8054619491232/albicocca-difrutta,https://images.openfoodfacts.org/images/products/805/461/949/1232/front_fr.12.400.jpg,gluten|sucre,gluten_free_breads_pasta,labels_tags indique sans gluten / catégorie sans gluten
